160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
160,0
8,209
84,180
95,26
180,201
83,339
193,261
112,377
34,384
199,391
136,420
87,453
13,394
180,396
106,394
32,394
198,394
149,453
83,413
10,396
178,399
106,399
106,0
34,399
201,396
152,453
78,394
4,394
4,0
173,401
101,399
27,394
197,403
151,460
81,403
9,399
176,396
103,396
30,396
30,0
215,439
161,441
89,399
16,396
183,396
110,396
36,394
228,455
154,394
80,394
6,394
173,396
99,394
25,394
216,453
143,396
70,396
237,396
164,396
90,394
90,0
34,436
220,441
146,394
71,391
237,394
163,394
88,391
38,451
204,394
131,396
58,396
224,394
153,401
91,422
44,458
212,399
141,401
70,401
0,403
169,401
120,453
48,399
216,399
143,396
68,391
232,389
160,399
111,453
38,396
202,389
126,389
51,391
216,391
165,448
95,403
20,391
185,391
110,391
34,389
199,391
148,448
73,391
238,391
162,389
87,391
12,391
201,448
128,396
52,389
216,389
141,391
66,391
237,406
187,451
112,391
15,339
133,280
67,413
139,170
171,76
178,16
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
178,0
